#,접수번호,접수일자,검체유형_x,시설명,시료명_x,의뢰기관,의뢰자_x,대표자,진행상황,부적합항목수,부적합항목,제조번호,제조일자,유통기한,확인일,의뢰구분,성적서용도,검사목적,검사결과,공문번호,공문의뢰일,문서시행번호,문서시행일,최종승인일,담당팀,담당자,채취방법,채취확인자,업체명,업종,배출시설,의뢰주소,전화번호,이동전화,이메일,채취일자,채취장소_x,처리기간,처리일,수수료,항목수_x,번호,채취장소_y,의뢰자_y,검체유형_y,시료명_y,접수일,항목수_y,폼알데하이드,PM10,PM2.5,CO2,부유세균,라돈,라돈(밀폐),벤젠,톨루엔,에틸벤젠,자일렌,스틸렌,일산화탄소,염화수소,암모니아,시안화수소,페놀화합물,크롬화합물,먼지,구리화합물,질소산화물,수은화합물,카드뮴화합물,황화수소,니켈및그화합물,포름알데히드,불소화합물,아연화합물,매연,비소화합물,유류 중 황함유량,철화합물,트리클로로에틸렌,아크릴로니트릴,"1,2-Dichlorethane",Carbon tetrachloride,테트라클로로에틸렌,클로로포름,황산화물,이황화탄소,총탄화수소,납화합물
,4792400005-01,2024-06-04,실내공기질/실내공기질/기타,새얼학교,새얼학교 통학차량,경기도보건환경연구원북부지원,북부지원장,,결과승인완료,0,,,,,2024-06-12,자체,참고용,,상기실험확인함,,,경기도보건환경연구원북부지원-8623,2024-06-17,2024-06-12,대기환경팀(B),김지영,,,,,통학차량,경기도 의정부시 청사로 1,,,,2024-06-04,경기 파주시 법원읍 술이홀로1333번길 69,0,,0,2,498,경기 파주시 법원읍 술이홀로1333번길 69 ,북부지원장,실내공기질/실내공기질/기타,새얼학교 통학차량,06-04,2/2,,,,1036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4792400006-01,2024-06-05,실내공기질/실내공기질/기타,양주유치원,양주유치원 통학차량,경기도보건환경연구원북부지원,북부지원장,,결과승인완료,0,,,,,2024-06-12,자체,참고용,,상기실험확인함,,,경기도보건환경연구원북부지원-8623,2024-06-17,2024-06-12,대기환경팀(B),김지영,,,,,통학차량,경기도 의정부시 청사로 1,,,,2024-06-05,경기 양주시 옥정동로 240 (옥정동),0,,0,2,499,경기 양주시 옥정동로 240 (옥정동),북부지원장,실내공기질/실내공기질/기타,양주유치원 통학차량,06-05,2/2,,,,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400170-01,2024-06-04,실내공기질/실내공기질/가,월드비전학원,1층 로비,양주시,양주시장,,결과승인완료,0,,,,,2024-06-17,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-8607,2024-06-17,2024-06-17,대기환경팀(B),김지영,,,,,학원,경기도 양주시 부흥로 1533,,,,2024-06-04,경기 양주시 광적면 화합로 135,9,2024-06-17,0,4,315,경기 양주시 광적면 화합로 135 ,양주시장,실내공기질/실내공기질/가,1층 로비,06-04,4/4,6.3,23.7,21.4,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400170-02,2024-06-04,실내공기질/실내공기질/가,월드비전학원,2층 201호,양주시,양주시장,,결과승인완료,0,,,,,2024-06-17,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-8607,2024-06-17,2024-06-17,대기환경팀(B),김지영,,,,,학원,경기도 양주시 부흥로 1533,,,,2024-06-04,경기 양주시 광적면 화합로 135,9,2024-06-17,0,4,316,경기 양주시 광적면 화합로 135 ,양주시장,실내공기질/실내공기질/가,2층 201호,06-04,4/4,28.6,19.5,5.1,457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400173-01,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,510-7,양주시,양주시장,,결과승인완료,0,,,,,2024-06-25,관원,,,상기실험확인함,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9,323,경기 양주시 월정로 27 (옥정동),양주시장,실내공기질/실내공기질/신축공동주택,510-7,06-11,9/9,95.5,,,,,,76.9,불검출,138.9,256.5,446.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400173-02,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,602-1,양주시,양주시장,,결과승인완료,0,,,,,2024-06-25,관원,,,상기실험확인함,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9,324,경기 양주시 월정로 27 (옥정동),양주시장,실내공기질/실내공기질/신축공동주택,602-1,06-11,9/9,42.1,,,,,,77.7,불검출,10.8,51,101.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400173-03,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,602-2,양주시,양주시장,,결과승인완료,0,,,,,2024-06-25,관원,,,상기실험확인함,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9,325,경기 양주시 월정로 27 (옥정동),양주시장,실내공기질/실내공기질/신축공동주택,602-2,06-11,9/9,37.3,,,,,,132.2,불검출,15.7,52.2,133.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400173-04,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,703-2,양주시,양주시장,,결과승인완료,0,,,,,2024-06-25,관원,,,상기실험확인함,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9,326,경기 양주시 월정로 27 (옥정동),양주시장,실내공기질/실내공기질/신축공동주택,703-2,06-11,9/9,67.1,,,,,,109.0,불검출,56.7,159.6,209.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400173-05,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,703-5,양주시,양주시장,,결과승인완료,1,라돈(밀폐),,,,2024-06-25,관원,,,부적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9,327,경기 양주시 월정로 27 (옥정동),양주시장,실내공기질/실내공기질/신축공동주택,703-5,06-11,9/9,73.8,,,,,,168.7,불검출,34.7,72.5,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400173-06,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,807-8,양주시,양주시장,,결과승인완료,1,라돈(밀폐),,,,2024-06-25,관원,,,부적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9,328,경기 양주시 월정로 27 (옥정동),양주시장,실내공기질/실내공기질/신축공동주택,807-8,06-11,9/9,75.9,,,,,,264.5,불검출,16.8,189,315.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400173-07,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,906-7,양주시,양주시장,,결과승인완료,1,라돈(밀폐),,,,2024-06-25,관원,,,부적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9,329,경기 양주시 월정로 27 (옥정동),양주시장,실내공기질/실내공기질/신축공동주택,906-7,06-11,9/9,93.3,,,,,,243.2,불검출,36.4,125.7,125.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400173-08,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,906-9,양주시,양주시장,,결과승인완료,1,라돈(밀폐),,,,2024-06-25,관원,,,부적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9,330,경기 양주시 월정로 27 (옥정동),양주시장,실내공기질/실내공기질/신축공동주택,906-9,06-11,9/9,59.7,,,,,,309.4,불검출,11.9,185.6,272.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400173-09,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,1008-12,양주시,양주시장,,결과승인완료,0,,,,,2024-06-25,관원,,,상기실험확인함,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9,331,경기 양주시 월정로 27 (옥정동),양주시장,실내공기질/실내공기질/신축공동주택,1008-12,06-11,9/9,44.0,,,,,,92.1,불검출,6.5,81.9,104.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400173-10,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,1008-13,양주시,양주시장,,결과승인완료,1,라돈(밀폐),,,,2024-06-25,관원,,,부적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9,332,경기 양주시 월정로 27 (옥정동),양주시장,실내공기질/실내공기질/신축공동주택,1008-13,06-11,9/9,52.7,,,,,,178.2,불검출,8.3,157.4,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400174-01,2024-06-13,실내공기질/실내공기질/가,양주옥정호수도서관,1층 아동자료 코너,양주시,양주시장,,결과승인완료,0,,,,,2024-06-24,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9055,2024-06-24,2024-06-24,대기환경팀(B),김지영,,,,,도서관,경기도 양주시 부흥로 1533,,,,2024-06-13,경기 양주시 옥정동로7길 110 (옥정동),9,2024-06-25,0,4,333,경기 양주시 옥정동로7길 110 (옥정동),양주시장,실내공기질/실내공기질/가,1층 아동자료 코너,06-13,4/4,13.3,24.9,9.3,522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400174-02,2024-06-13,실내공기질/실내공기질/가,양주옥정호수도서관,2층 열람실 정문,양주시,양주시장,,결과승인완료,0,,,,,2024-06-24,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9055,2024-06-24,2024-06-24,대기환경팀(B),김지영,,,,,도서관,경기도 양주시 부흥로 1533,,,,2024-06-13,경기 양주시 옥정동로7길 110 (옥정동),9,2024-06-25,0,4,334,경기 양주시 옥정동로7길 110 (옥정동),양주시장,실내공기질/실내공기질/가,2층 열람실 정문,06-13,4/4,18.6,18.1,10.3,774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400175-01,2024-06-13,실내공기질/실내공기질/가,회암사지박물관,1층 로비,양주시,양주시장,,결과승인완료,0,,,,,2024-06-24,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9055,2024-06-24,2024-06-24,대기환경팀(B),김지영,,,,,박물관,경기도 양주시 부흥로 1533,,,,2024-06-13,경기 양주시 회암사길 11 (율정동),9,2024-06-25,0,4,335,경기 양주시 회암사길 11 (율정동),양주시장,실내공기질/실내공기질/가,1층 로비,06-13,4/4,60.4,12.1,7.8,680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400175-02,2024-06-13,실내공기질/실내공기질/가,회암사지박물관,2층 전시장 출입구,양주시,양주시장,,결과승인완료,0,,,,,2024-06-24,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9055,2024-06-24,2024-06-24,대기환경팀(B),김지영,,,,,박물관,경기도 양주시 부흥로 1533,,,,2024-06-13,경기 양주시 회암사길 11 (율정동),9,2024-06-25,0,4,336,경기 양주시 회암사길 11 (율정동),양주시장,실내공기질/실내공기질/가,2층 전시장 출입구,06-13,4/4,53.8,34.9,13.0,735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400178-01,2024-06-18,실내공기질/실내공기질/다중이용시설2,북부소방재난본부,119종합상황실,경기도,북부119종합상황실장,,결과승인완료,0,,,,,2024-06-28,관원,,,적합,북부119종합상황실-4696,2024-05-22,경기도보건환경연구원북부지원-9367,2024-06-28,2024-06-28,대기환경팀(B),김지영,,,,,업무시설,경기 의정부시 금오로23번길 22-40 (금오동),,,,2024-06-18,경기 의정부시 금오로23번길 22-40 (금오동),9,2024-06-28,0,4,343,경기 의정부시 금오로23번길 22-40 (금오동),북부119종합상황실장,실내공기질/실내공기질/다중이용시설2,119종합상황실,06-18,4/4,57.6,11.1,4.5,654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400178-02,2024-06-18,실내공기질/실내공기질/다중이용시설2,북부소방재난본부,상황회의실,경기도,북부119종합상황실장,,결과승인완료,0,,,,,2024-06-28,관원,,,적합,북부119종합상황실-4696,2024-05-22,경기도보건환경연구원북부지원-9367,2024-06-28,2024-06-28,대기환경팀(B),김지영,,,,,업무시설,경기 의정부시 금오로23번길 22-40 (금오동),,,,2024-06-18,경기 의정부시 금오로23번길 22-40 (금오동),9,2024-06-28,0,4,344,경기 의정부시 금오로23번길 22-40 (금오동),북부119종합상황실장,실내공기질/실내공기질/다중이용시설2,상황회의실,06-18,4/4,54.1,12.2,6.4,761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400179-01,2024-06-19,실내공기질/실내공기질/나,좋은아침병원,1층 로비,구리시,구리시장,,결과승인완료,0,,,,,2024-06-20,관원,,,적합,환경과-17498,2024-06-05,경기도보건환경연구원북부지원-8892,2024-06-20,2024-06-20,대기환경팀(B),김지영,,,,,의료기관,경기도 구리시 아차산로 439,,,,2024-06-19,경기 구리시 경춘로 144 (교문동),3,2024-06-21,0,1,345,경기 구리시 경춘로 144 (교문동),구리시장,실내공기질/실내공기질/나,1층 로비,06-19,1/1,,,,577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400179-02,2024-06-19,실내공기질/실내공기질/나,좋은아침병원,5층 복도,구리시,구리시장,,결과승인완료,0,,,,,2024-06-20,관원,,,적합,환경과-17498,2024-06-05,경기도보건환경연구원북부지원-8892,2024-06-20,2024-06-20,대기환경팀(B),김지영,,,,,의료기관,경기도 구리시 아차산로 439,,,,2024-06-19,경기 구리시 경춘로 144 (교문동),3,2024-06-21,0,1,346,경기 구리시 경춘로 144 (교문동),구리시장,실내공기질/실내공기질/나,5층 복도,06-19,1/1,,,,593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400180-01,2024-06-19,실내공기질/실내공기질/다,한양대학교 구리병원,지하2층 입구,구리시,구리시장,,결과승인완료,0,,,,,2024-06-28,관원,,,적합,환경과-2100,2024-01-18,경기도보건환경연구원북부지원-9370,2024-06-28,2024-06-28,대기환경팀(B),김지영,,,,,실내주차장,경기도 구리시 아차산로 439,,,,2024-06-19,경기 구리시 경춘로 153 (교문동),9,2024-07-01,0,3,347,경기 구리시 경춘로 153 (교문동),구리시장,실내공기질/실내공기질/다,지하2층 입구,06-19,3/3,16.5,29.1,,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400180-02,2024-06-19,실내공기질/실내공기질/다,한양대학교 구리병원,지하3층 입구,구리시,구리시장,,결과승인완료,0,,,,,2024-06-28,관원,,,적합,환경과-2100,2024-01-18,경기도보건환경연구원북부지원-9370,2024-06-28,2024-06-28,대기환경팀(B),김지영,,,,,실내주차장,경기도 구리시 아차산로 439,,,,2024-06-19,경기 구리시 경춘로 153 (교문동),9,2024-07-01,0,3,348,경기 구리시 경춘로 153 (교문동),구리시장,실내공기질/실내공기질/다,지하3층 입구,06-19,3/3,18.3,39.4,,845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4792400008-01,2024-06-24,실내공기질/실내공기질/다중이용시설2,포천시청 종합민원실,정문 앞,경기도보건환경연구원북부지원,,,결과승인완료,0,,,,,2024-07-04,자체,참고용,,적합,,,경기도보건환경연구원북부지원-9791,2024-07-04,2024-07-04,대기환경팀(B),김지영,,,,,업무시설,경기 포천시 중앙로 87 (신읍동),,,,2024-06-24,경기 포천시 중앙로 87 (신읍동),0,,0,4,500,경기 포천시 중앙로 87 (신읍동),,실내공기질/실내공기질/다중이용시설2,정문 앞,06-24,4/4,35.0,43.6,20.7,826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4792400008-02,2024-06-24,실내공기질/실내공기질/다중이용시설2,포천시청 종합민원실,스마트도서관 앞,경기도보건환경연구원북부지원,,,결과승인완료,0,,,,,2024-07-04,자체,참고용,,적합,,,경기도보건환경연구원북부지원-9791,2024-07-04,2024-07-04,대기환경팀(B),김지영,,,,,업무시설,경기 포천시 중앙로 87 (신읍동),,,,2024-06-24,경기 포천시 중앙로 87 (신읍동),0,,0,4,501,경기 포천시 중앙로 87 (신읍동),,실내공기질/실내공기질/다중이용시설2,스마트도서관 앞,06-24,4/4,31.7,34.4,18.9,627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4792400009-01,2024-06-24,실내공기질/실내공기질/다중이용시설2,가평군청 종합민원실,정문 옆,경기도보건환경연구원북부지원,,,결과승인완료,0,,,,,2024-07-04,자체,참고용,,적합,,,경기도보건환경연구원북부지원-9789,2024-07-04,2024-07-04,대기환경팀(B),김지영,,,,,업무시설,경기 가평군 가평읍 석봉로 181,,,,2024-06-24,경기 가평군 가평읍 석봉로 181,0,,0,4,502,경기 가평군 가평읍 석봉로 181 ,,실내공기질/실내공기질/다중이용시설2,정문 옆,06-24,4/4,38.6,34.8,22.5,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4792400009-02,2024-06-24,실내공기질/실내공기질/다중이용시설2,가평군청 종합민원실,우측문 부근,경기도보건환경연구원북부지원,,,결과승인완료,0,,,,,2024-07-04,자체,참고용,,적합,,,경기도보건환경연구원북부지원-9789,2024-07-04,2024-07-04,대기환경팀(B),김지영,,,,,업무시설,경기 가평군 가평읍 석봉로 181,,,,2024-06-24,경기 가평군 가평읍 석봉로 181,0,,0,4,503,경기 가평군 가평읍 석봉로 181 ,,실내공기질/실내공기질/다중이용시설2,우측문 부근,06-24,4/4,38.6,19.3,17.9,756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4792400010-01,2024-06-25,실내공기질/실내공기질/다중이용시설2,구리시청 종합민원실,위생안전과 앞,경기도보건환경연구원북부지원,,,결과승인완료,0,,,,,2024-07-04,자체,참고용,,적합,,,경기도보건환경연구원북부지원-9790,2024-07-04,2024-07-04,대기환경팀(B),김지영,,,,,업무시설,경기 구리시 아차산로 439 (교문동),,,,2024-06-25,경기 구리시 아차산로 439 (교문동),9,2024-07-05,0,4,504,경기 구리시 아차산로 439 (교문동),,실내공기질/실내공기질/다중이용시설2,위생안전과 앞,06-25,4/4,34.6,15.5,5.8,818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
